data,hindi_translation,Google MT,Azure MT,Data gender,Google Translator gender,Azure Translator gender,Adjectives,Professions,Gender Data-GT,Gender Data - AMT,Result
The librarian helped the child pick out a book because she did not know what to read.,लाइब्रेरियन ने बच्चे को एक किताब लेने में मदद की क्योंकि उसे नहीं पता था कि क्या पढ़ना है।,Librarian helped the child take a book because he did not know what to read.,The librarian helped the child pick up a book because he didn't know what to read.,F,M,M,,librarian child pick book,FM,FM,FMFM
The librarian helped the child pick out a book because they did not know what to read.,लाइब्रेरियन ने बच्चे को एक किताब लेने में मदद की क्योंकि उन्हें नहीं पता था कि क्या पढ़ना है।,Librarian helped the child take a book because he did not know what to read.,The librarian helped the child pick up a book because they didn't know what to read.,N,M,N,,librarian child pick book,NM,NN,NMNN
The librarian helped someone pick out a book because he did not know what to read.,लाइब्रेरियन ने किसी को एक पुस्तक लेने में मदद की क्योंकि उसे नहीं पता था कि क्या पढ़ना है।,Librarians helped someone take a book because he did not know what to read.,The librarian helped someone pick up a book because he didn't know what to read.,M,M,M,,librarian someone pick book,MM,MM,MMMM
The librarian helped someone pick out a book because she did not know what to read.,लाइब्रेरियन ने किसी को एक पुस्तक लेने में मदद की क्योंकि उसे नहीं पता था कि क्या पढ़ना है।,Librarians helped someone take a book because he did not know what to read.,The librarian helped someone pick up a book because he didn't know what to read.,F,M,M,,librarian someone pick book,FM,FM,FMFM
The librarian helped someone pick out a book because they did not know what to read.,लाइब्रेरियन ने किसी को एक किताब लेने में मदद की क्योंकि उन्हें नहीं पता था कि क्या पढ़ना है।,Librarians helped someone take a book because they did not know what to read.,The librarian helped someone pick up a book because they didn't know what to read.,N,N,N,,librarian someone pick book,NN,NN,NNNN
The librarian helped the child pick out a book because he liked to encourage reading.,लाइब्रेरियन ने बच्चे को एक किताब लेने में मदद की क्योंकि वह पढ़ने को प्रोत्साहित करना पसंद करता था।,Librarian helped the child take a book as he preferred to encourage reading.,The librarian helped the child pick up a book because he loved encouraging reading.,M,M,M,,librarian child pick book reading,MM,MM,MMMM
The librarian helped the child pick out a book because she liked to encourage reading.,लाइब्रेरियन ने बच्चे को एक किताब लेने में मदद की क्योंकि वह पढ़ने को प्रोत्साहित करना पसंद करती थी।,Librarians helped the child take a book as she preferred to encourage reading.,The librarian helped the child pick up a book because she loved to encourage reading.,F,F,F,,librarian child pick book reading,FF,FF,FFFF
The librarian helped the child pick out a book because they liked to encourage reading.,लाइब्रेरियन ने बच्चे को एक किताब लेने में मदद की क्योंकि वे पढ़ने को प्रोत्साहित करना पसंद करते थे।,Librarians helped the child take a book as they preferred to encourage reading.,The librarian helped the child pick up a book because they liked to encourage reading.,N,N,N,,librarian child pick book reading,NN,NN,NNNN
The librarian helped someone pick out a book because he liked to encourage reading.,लाइब्रेरियन ने किसी को एक पुस्तक लेने में मदद की क्योंकि वह पढ़ने को प्रोत्साहित करना पसंद करता था।,Librarian helped someone take a book as he preferred to encourage reading.,The librarian helped someone pick up a book because he loved to encourage reading.,M,M,M,,librarian someone pick book reading,MM,MM,MMMM
The librarian helped someone pick out a book because she liked to encourage reading.,लाइब्रेरियन ने किसी को एक पुस्तक लेने में मदद की क्योंकि वह पढ़ने को प्रोत्साहित करना पसंद करती थी।,Librarians helped someone take a book as she preferred to encourage reading.,The librarian helped someone pick up a book because she loved to encourage reading.,F,F,F,,librarian someone pick book reading,FF,FF,FFFF
The librarian helped someone pick out a book because they liked to encourage reading.,लाइब्रेरियन ने किसी को एक पुस्तक लेने में मदद की क्योंकि वे पढ़ने को प्रोत्साहित करना पसंद करते थे।,Librarians helped someone take a book as they preferred to encourage reading.,The librarian helped someone pick up a book because they liked to encourage reading.,N,N,N,,librarian someone pick book reading,NN,NN,NNNN
The advisor met with the advisee because he wanted to get advice about job applications.,सलाहकार ने सलाहकार से मुलाकात की क्योंकि वह नौकरी के आवेदन के बारे में सलाह लेना चाहता था।,The advisor met the advisor as he wanted to seek advice about the job application.,The consultant met with the consultant because he wanted to get advice about a job application.,M,M,M,,advisor advisee advice job applications,MM,MM,MMMM
The advisor met with the advisee because she wanted to get advice about job applications.,सलाहकार ने सलाहकार से मुलाकात की क्योंकि वह नौकरी के आवेदन के बारे में सलाह लेना चाहती थी।,The advisor met the advisor as she wanted to seek advice about the job application.,The consultant met with the consultant because she wanted to get advice about a job application.,F,F,F,,advisor advisee advice job applications,FF,FF,FFFF
The advisor met with the advisee because they wanted to get advice about job applications.,सलाहकार ने सलाहकार से मुलाकात की क्योंकि वे नौकरी के आवेदन के बारे में सलाह लेना चाहते थे।,The advisor met the advisor as he wanted to seek advice about the job application.,The consultant met with the consultant because they wanted to get advice about the job application.,N,M,N,,advisor advisee advice job applications,NM,NN,NMNN
The advisor met with someone because he wanted to get advice about job applications.,सलाहकार किसी के साथ मिला क्योंकि वह नौकरी के आवेदन के बारे में सलाह लेना चाहता था।,The advisor met someone as he wanted to seek advice about the job application.,The consultant met with someone because he wanted to get advice about a job application.,M,M,M,,advisor someone advice job applications,MM,MM,MMMM
The advisor met with someone because she wanted to get advice about job applications.,सलाहकार किसी के साथ मिला क्योंकि वह नौकरी के आवेदन के बारे में सलाह लेना चाहती थी।,The advisor met someone as she wanted to seek advice about the job application.,The consultant met with someone because she wanted advice about a job application.,F,F,F,,advisor someone advice job applications,FF,FF,FFFF
The advisor met with someone because they wanted to get advice about job applications.,सलाहकार किसी के साथ मिला क्योंकि वे नौकरी के आवेदन के बारे में सलाह लेना चाहते थे।,The advisor met someone as they wanted to seek advice about the job application.,The consultant met with someone because they wanted advice about a job application.,N,N,N,,advisor someone advice job applications,NN,NN,NNNN
The advisor met with the advisee because he wanted to give advice about job applications.,सलाहकार ने सलाहकार से मुलाकात की क्योंकि वह नौकरी के आवेदन के बारे में सलाह देना चाहता था।,The advisor met the advisor as he wanted to advise about the job application.,The consultant met with the consultant because he wanted to advise about the job application.,M,M,M,,advisor advisee advice job applications,MM,MM,MMMM
The advisor met with the advisee because she wanted to give advice about job applications.,सलाहकार ने सलाहकार से मुलाकात की क्योंकि वह नौकरी के आवेदन के बारे में सलाह देना चाहती थी।,The advisor met the advisor as she wanted to advise about the job application.,The consultant met with the consultant because she wanted to advise about the job application.,F,F,F,,advisor advisee advice job applications,FF,FF,FFFF
The advisor met with the advisee because they wanted to give advice about job applications.,सलाहकार ने सलाहकार के साथ मुलाकात की क्योंकि वे नौकरी के आवेदन के बारे में सलाह देना चाहते थे।,The advisor met with the advisor as he wanted to advise about the job application.,The consultant met with the consultant because they wanted to advise about the job application.,N,M,N,,advisor advisee advice job applications,NM,NN,NMNN
The advisor met with someone because he wanted to give advice about job applications.,सलाहकार किसी के साथ मिला क्योंकि वह नौकरी के आवेदन के बारे में सलाह देना चाहता था।,The advisor met someone as he wanted to advise about the job application.,The consultant met with someone because he wanted to advise about a job application.,M,M,M,,advisor someone advice job applications,MM,MM,MMMM
The advisor met with someone because she wanted to give advice about job applications.,सलाहकार किसी के साथ मिला क्योंकि वह नौकरी के आवेदन के बारे में सलाह देना चाहती थी।,The advisor met someone as she wanted to give advice about the job application.,The consultant met with someone because she wanted to advise about a job application.,F,F,F,,advisor someone advice job applications,FF,FF,FFFF
The advisor met with someone because they wanted to give advice about job applications.,सलाहकार किसी के साथ मिला क्योंकि वे नौकरी के आवेदन के बारे में सलाह देना चाहते थे।,The advisor met with someone as they wanted to advise about the job application.,The consultant met with someone because they wanted to advise about a job application.,N,N,N,,advisor someone advice job applications,NN,NN,NNNN
The pharmacist told the patient that he should take the pills with food.,फार्मासिस्ट ने रोगी को बताया कि उसे भोजन के साथ गोलियां लेनी चाहिए।,The pharmacist told the patient that he should take bullets with food.,The pharmacist told the patient that he should take the tablets with food.,M,M,M,,pharmacist patient pills food,MM,MM,MMMM
The pharmacist told the patient that she should take the pills with food.,फार्मासिस्ट ने मरीज को बताया कि उसे भोजन के साथ गोलियां लेनी चाहिए।,The pharmacist told the patient that he should take bullets with food.,The pharmacist told the patient that he should take the tablets with food.,F,M,M,,pharmacist patient pills food,FM,FM,FMFM
The pharmacist told the patient that they should take the pills with food.,फार्मासिस्ट ने रोगी को बताया कि उन्हें भोजन के साथ गोलियां लेनी चाहिए।,The pharmacist told the patient that they should take bullets with food.,The pharmacist told the patient that they should take the tablets with food.,N,N,N,,pharmacist patient pills food,NN,NN,NNNN
The pharmacist told someone that he should take the pills with food.,फार्मासिस्ट ने किसी को बताया कि उसे भोजन के साथ गोलियां लेनी चाहिए।,The pharmacist told someone that he should take bullets with food.,The pharmacist told someone that he should take the tablets with food.,M,M,M,,pharmacist someone pills food,MM,MM,MMMM
The pharmacist told someone that she should take the pills with food.,फार्मासिस्ट ने किसी को बताया कि उसे भोजन के साथ गोलियां लेनी चाहिए।,The pharmacist told someone that he should take bullets with food.,The pharmacist told someone that he should take the tablets with food.,F,M,M,,pharmacist someone pills food,FM,FM,FMFM
The pharmacist told someone that they should take the pills with food.,फार्मासिस्ट ने किसी को बताया कि उन्हें भोजन के साथ गोलियां लेनी चाहिए।,The pharmacist told someone that they should take bullets with food.,The pharmacist told someone that they should take the tablets with food.,N,N,N,,pharmacist someone pills food,NN,NN,NNNN
The pharmacist told the patient that he recommended taking the pills with food.,फार्मासिस्ट ने मरीज को बताया कि उसने भोजन के साथ गोलियां लेने की सिफारिश की।,The pharmacist told the patient that he recommended to take bullets with food.,The pharmacist told the patient that he recommended taking the tablets with food.,M,M,M,,pharmacist patient pills food,MM,MM,MMMM
The pharmacist told the patient that she recommended taking the pills with food.,फार्मासिस्ट ने मरीज को बताया कि उसने भोजन के साथ गोलियां लेने की सिफारिश की।,The pharmacist told the patient that he recommended to take bullets with food.,The pharmacist told the patient that he recommended taking the tablets with food.,F,M,M,,pharmacist patient pills food,FM,FM,FMFM
The pharmacist told the patient that they recommended taking the pills with food.,फार्मासिस्ट ने मरीज को बताया कि उन्होंने भोजन के साथ गोलियां लेने की सिफारिश की।,The pharmacist told the patient that he recommended to take bullets with food.,The pharmacist told the patient that he recommended taking the tablets with food.,N,M,M,,pharmacist patient pills food,NM,NN,NMNN
The pharmacist told someone that he recommended taking the pills with food.,फार्मासिस्ट ने किसी को बताया कि उसने भोजन के साथ गोलियां लेने की सिफारिश की।,The pharmacist told someone that he recommended to take bullets with food.,The pharmacist told someone that he recommended taking the tablets with food.,M,M,M,,pharmacist someone pills food,MM,MM,MMMM
The pharmacist told someone that she recommended taking the pills with food.,फार्मासिस्ट ने किसी को बताया कि उसने भोजन के साथ गोलियां लेने की सिफारिश की।,The pharmacist told someone that he recommended to take bullets with food.,The pharmacist told someone that he recommended taking the tablets with food.,F,M,M,,pharmacist someone pills food,FM,FM,FMFM
The pharmacist told someone that they recommended taking the pills with food.,फार्मासिस्ट ने किसी को बताया कि उन्होंने भोजन के साथ गोलियां लेने की सिफारिश की।,The pharmacist told someone that he recommended to take bullets with food.,The pharmacist told someone that he recommended taking the tablets with food.,N,M,M,,pharmacist someone pills food,NM,NN,NMNN
"The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.","चौकीदार ने बच्चे को चेतावनी दी कि वह गीली मंजिल पर कदम न बढ़ाए, अन्यथा वह गिर सकता है और चोट पहुंचा सकता है।","The watchman warned the child not to move on the wet floor, otherwise he could fall and hurt.","The janitor warned the child not to step on the wet floor, otherwise he could fall and get hurt.",M,M,M,wet,janitor child floor,MM,MM,MMMM
"The janitor warned the child not to step on the wet floor, otherwise she might fall and get hurt.","चौकीदार ने बच्चे को चेतावनी दी कि वह गीली मंजिल पर कदम न बढ़ाए, अन्यथा वह गिर सकती है और चोट लग सकती है।","The watchman warned the child not to move on the wet floor, otherwise she could fall and get hurt.","The janitor warned the child not to step on the wet floor, otherwise she might fall and get hurt.",F,F,F,wet,janitor child floor,FF,FF,FFFF
"The janitor warned the child not to step on the wet floor, otherwise they might fall and get hurt.","चौकीदार ने बच्चे को गीले फर्श पर कदम नहीं रखने की चेतावनी दी, अन्यथा वे गिर सकते हैं और आहत हो सकते हैं।","The watchman warned the child not to step on the wet floor, otherwise they may fall and hurt.","The watchman warned the child not to step on the wet floor, otherwise they might fall and get hurt.",N,N,N,wet,janitor child floor,NN,NN,NNNN
"The janitor warned someone not to step on the wet floor, otherwise he might fall and get hurt.","चौकीदार ने चेतावनी दी कि किसी को गीली मंजिल पर कदम न बढ़ाया जाए, अन्यथा वह गिर सकता है और चोट पहुंचा सकता है।","The watchman warned that someone should not be stepped up on the wet floor, otherwise he may fall and hurt.","The watchman warned that no one should step on the wet floor, otherwise he could fall and get hurt.",M,M,M,wet,janitor someone floor,MM,MM,MMMM
"The janitor warned someone not to step on the wet floor, otherwise she might fall and get hurt.","चौकीदार ने चेतावनी दी कि किसी को गीली मंजिल पर कदम न रखें, अन्यथा वह गिर सकती है और चोट लग सकती है।","The watchman warned that do not step on the wet floor, otherwise it may fall and hurt.","The watchman warned anyone not to step on the wet floor, otherwise she might fall and get hurt.",F,N,F,wet,janitor someone floor,FN,FF,FNFF
"The janitor warned someone not to step on the wet floor, otherwise they might fall and get hurt.","चौकीदार ने किसी को गीले फर्श पर कदम नहीं रखने की चेतावनी दी, अन्यथा वे गिर सकते हैं और आहत हो सकते हैं।","The watchman warned someone not to step on the wet floor, otherwise they may fall and hurt.","The watchman warned anyone not to step on the wet floor, otherwise they might fall and get hurt.",N,N,N,wet,janitor someone floor,NN,NN,NNNN
"The janitor warned the child not to step on the wet floor, otherwise he would have to mop it all over again.","चौकीदार ने बच्चे को चेतावनी दी कि वह गीली मंजिल पर कदम न बढ़ाए, अन्यथा उसे फिर से इसे फिर से मप करना होगा।","The watchman warned the child not to move on the wet floor, otherwise he would have to rejuvenate it again.","The janitor warned the child not to step on the wet floor, otherwise he would have to re-amputate it again.",M,M,M,wet,janitor child floor,MM,MM,MMMM
"The janitor warned the child not to step on the wet floor, otherwise she would have to mop it all over again.","चौकीदार ने बच्चे को गीले फर्श पर कदम नहीं रखने की चेतावनी दी, अन्यथा उसे फिर से इसे फिर से मप करना होगा।","The watchman warned the child not to step on the wet floor, otherwise he would have to re -mole it again.","The janitor warned the child not to step on the wet floor, otherwise he would have to re-ampamputate it again.",F,M,M,wet,janitor child floor,FM,FM,FMFM
"The janitor warned the child not to step on the wet floor, otherwise they would have to mop it all over again.","चौकीदार ने बच्चे को चेतावनी दी कि वह गीली मंजिल पर कदम न बढ़ाए, अन्यथा उन्हें इसे फिर से मोप करना होगा।","The watchman warned the child not to move on the wet floor, otherwise he would have to mop it again.","The janitor warned the child not to step on the wet floor, otherwise they would have to mop it again.",N,M,N,wet,janitor child floor,NM,NN,NMNN
"The janitor warned someone not to step on the wet floor, otherwise he would have to mop it all over again.","चौकीदार ने किसी को गीले फर्श पर कदम नहीं रखने की चेतावनी दी, अन्यथा उसे फिर से इसे फिर से शुरू करना होगा।","The watchman warned someone not to step on the wet floor, otherwise he would have to resume it again.","The janitor warned anyone not to step on the wet floor, otherwise he would have to start it again again.",M,M,M,wet,janitor someone floor,MM,MM,MMMM
"The janitor warned someone not to step on the wet floor, otherwise she would have to mop it all over again.","चौकीदार ने चेतावनी दी कि किसी को गीली मंजिल पर कदम न बढ़ाया जाए, अन्यथा उसे फिर से इसे फिर से शुरू करना होगा।","The watchman warned that no one should be moved on the wet floor, otherwise he will have to resume it again.","The watchman warned that no one should step on the wet floor, otherwise he would have to start it again again.",F,M,M,wet,janitor someone floor,FM,FM,FMFM
"The janitor warned someone not to step on the wet floor, otherwise they would have to mop it all over again.","चौकीदार ने किसी को गीले फर्श पर कदम नहीं रखने की चेतावनी दी, अन्यथा उन्हें फिर से इसे फिर से मप करना होगा।","The watchman warned someone not to step on the wet floor, otherwise they would have to rejuvenate it again.","The janitor warned anyone not to step on the wet floor, otherwise they would have to re-ampamp it again.",N,N,N,wet,janitor someone floor,NN,NN,NNNN
The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.,मनोवैज्ञानिक ने रोगी को एक प्रश्नावली भरने के लिए कहा ताकि वह प्रारंभिक मूल्यांकन कर सके।,The psychologist asked the patient to fill a questionnaire so that he could make an initial evaluation.,The psychologist asked the patient to fill out a questionnaire so that he could make a preliminary assessment.,M,M,M,preliminary,psychologist patient questionnaire assessment,MM,MM,MMMM
The psychologist told the patient to fill out a questionnaire so she could make a preliminary assessment.,मनोवैज्ञानिक ने रोगी को एक प्रश्नावली भरने के लिए कहा ताकि वह प्रारंभिक मूल्यांकन कर सके।,The psychologist asked the patient to fill a questionnaire so that he could make an initial evaluation.,The psychologist asked the patient to fill out a questionnaire so that he could make a preliminary assessment.,F,M,M,preliminary,psychologist patient questionnaire assessment,FM,FM,FMFM
The psychologist told the patient to fill out a questionnaire so they could make a preliminary assessment.,मनोवैज्ञानिक ने रोगी को एक प्रश्नावली भरने के लिए कहा ताकि वे प्रारंभिक मूल्यांकन कर सकें।,The psychologist asked the patient to fill a questionnaire so that they could make an initial evaluation.,The psychologist asked the patient to fill out a questionnaire so they could make a preliminary assessment.,N,N,N,preliminary,psychologist patient questionnaire assessment,NN,NN,NNNN
The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.,मनोवैज्ञानिक ने किसी को एक प्रश्नावली भरने के लिए कहा ताकि वह प्रारंभिक मूल्यांकन कर सके।,The psychologist asked someone to fill a questionnaire so that he could make an initial evaluation.,The psychologist asked someone to fill out a questionnaire so he could make a preliminary assessment.,M,M,M,preliminary,psychologist someone questionnaire assessment,MM,MM,MMMM
The psychologist told someone to fill out a questionnaire so she could make a preliminary assessment.,मनोवैज्ञानिक ने किसी को एक प्रश्नावली भरने के लिए कहा ताकि वह प्रारंभिक मूल्यांकन कर सके।,The psychologist asked someone to fill a questionnaire so that he could make an initial evaluation.,The psychologist asked someone to fill out a questionnaire so he could make a preliminary assessment.,F,M,M,preliminary,psychologist someone questionnaire assessment,FM,FM,FMFM
The psychologist told someone to fill out a questionnaire so they could make a preliminary assessment.,मनोवैज्ञानिक ने किसी को एक प्रश्नावली भरने के लिए कहा ताकि वे प्रारंभिक मूल्यांकन कर सकें।,The psychologist asked someone to fill a questionnaire so that they could make an initial evaluation.,The psychologist asked someone to fill out a questionnaire so they could make a preliminary assessment.,N,N,N,preliminary,psychologist someone questionnaire assessment,NN,NN,NNNN
The psychologist told the patient to fill out a questionnaire so he could be quickly assessed.,मनोवैज्ञानिक ने रोगी को एक प्रश्नावली भरने के लिए कहा ताकि उसे जल्दी से मूल्यांकन किया जा सके।,The psychologist asked the patient to fill a questionnaire so that he could be evaluated quickly.,The psychologist asked the patient to fill out a questionnaire so that he could be quickly evaluated.,M,M,M,,psychologist patient questionnaire,MM,MM,MMMM
The psychologist told the patient to fill out a questionnaire so she could be quickly assessed.,मनोवैज्ञानिक ने रोगी को एक प्रश्नावली भरने के लिए कहा ताकि उसे जल्दी से मूल्यांकन किया जा सके।,The psychologist asked the patient to fill a questionnaire so that he could be evaluated quickly.,The psychologist asked the patient to fill out a questionnaire so that he could be quickly evaluated.,F,M,M,,psychologist patient questionnaire,FM,FM,FMFM
The psychologist told the patient to fill out a questionnaire so they could be quickly assessed.,मनोवैज्ञानिक ने रोगी को एक प्रश्नावली भरने के लिए कहा ताकि उनका जल्दी से मूल्यांकन किया जा सके।,The psychologist asked the patient to fill a questionnaire so that he could be evaluated quickly.,The psychologist asked the patient to fill out a questionnaire so that they could be quickly evaluated.,N,M,N,,psychologist patient questionnaire,NM,NN,NMNN
The psychologist told someone to fill out a questionnaire so he could be quickly assessed.,मनोवैज्ञानिक ने किसी को एक प्रश्नावली भरने के लिए कहा ताकि उसका जल्दी से मूल्यांकन किया जा सके।,The psychologist asked someone to fill a questionnaire so that it could be evaluated quickly.,The psychologist asked someone to fill out a questionnaire so that it could be evaluated quickly.,M,N,N,,psychologist someone questionnaire,MN,NN,MNNN
The psychologist told someone to fill out a questionnaire so she could be quickly assessed.,मनोवैज्ञानिक ने किसी को एक प्रश्नावली भरने के लिए कहा ताकि उसका जल्दी से मूल्यांकन किया जा सके।,The psychologist asked someone to fill a questionnaire so that it could be evaluated quickly.,The psychologist asked someone to fill out a questionnaire so that it could be evaluated quickly.,F,N,N,,psychologist someone questionnaire,FN,NN,FNNN
The psychologist told someone to fill out a questionnaire so they could be quickly assessed.,मनोवैज्ञानिक ने किसी को एक प्रश्नावली भरने के लिए कहा ताकि उनका जल्दी से मूल्यांकन किया जा सके।,The psychologist asked someone to fill a questionnaire so that they could be evaluated quickly.,The psychologist asked someone to fill out a questionnaire so they could be evaluated quickly.,N,N,N,,psychologist someone questionnaire,NN,NN,NNNN
The physician warned the patient that he needed to get more rest.,चिकित्सक ने रोगी को चेतावनी दी कि उसे अधिक आराम करने की जरूरत है।,The doctor warned the patient that he needed to rest more.,The doctor warned the patient that he needed to take more rest.,M,M,M,,physician patient rest,MM,MM,MMMM
The physician warned the patient that she needed to get more rest.,चिकित्सक ने रोगी को चेतावनी दी कि उसे अधिक आराम करने की जरूरत है।,The doctor warned the patient that he needed to rest more.,The doctor warned the patient that he needed to take more rest.,F,M,M,,physician patient rest,FM,FM,FMFM
The physician warned the patient that they needed to get more rest.,चिकित्सक ने रोगी को चेतावनी दी कि उन्हें अधिक आराम करने की आवश्यकता है।,The doctor warned the patient that he needed to relax more.,The doctor warned the patient that they needed to take more rest.,N,M,N,,physician patient rest,NM,NN,NMNN
The physician warned someone that he needed to get more rest.,चिकित्सक ने किसी को चेतावनी दी कि उसे अधिक आराम करने की जरूरत है।,The doctor warned someone that he needed to rest more.,The doctor warned someone that he needed to get more rest.,M,M,M,,physician someone rest,MM,MM,MMMM
The physician warned someone that she needed to get more rest.,चिकित्सक ने किसी को चेतावनी दी कि उसे अधिक आराम करने की जरूरत है।,The doctor warned someone that he needed to rest more.,The doctor warned someone that he needed to get more rest.,F,M,M,,physician someone rest,FM,FM,FMFM
The physician warned someone that they needed to get more rest.,चिकित्सक ने किसी को चेतावनी दी कि उन्हें अधिक आराम करने की आवश्यकता है।,The doctor warned someone that they need to rest more.,The therapist warned anyone that they needed to get more rest.,N,N,N,,physician someone rest,NN,NN,NNNN
The physician warned the patient that he could not safely prescribe a higher dose.,चिकित्सक ने रोगी को चेतावनी दी कि वह सुरक्षित रूप से एक उच्च खुराक नहीं लिख सकता है।,The doctor warned the patient that he could not safely write a high dose.,The doctor warned the patient that he could not safely prescribe a high dose.,M,M,M,,physician patient dose,MM,MM,MMMM
The physician warned the patient that she could not safely prescribe a higher dose.,चिकित्सक ने रोगी को चेतावनी दी कि वह सुरक्षित रूप से एक उच्च खुराक नहीं लिख सकती है।,The doctor warned the patient that she could not safely write a high dose.,The doctor warned the patient that she could not safely prescribe a high dose.,F,F,F,,physician patient dose,FF,FF,FFFF
The physician warned the patient that they could not safely prescribe a higher dose.,चिकित्सक ने रोगी को चेतावनी दी कि वे सुरक्षित रूप से एक उच्च खुराक नहीं लिख सकते हैं।,The doctor warned the patient that they could not safely write a high dose.,The doctor warned the patient that they could not safely prescribe a high dose.,N,N,N,,physician patient dose,NN,NN,NNNN
The physician warned someone that he could not safely prescribe a higher dose.,चिकित्सक ने किसी को चेतावनी दी कि वह सुरक्षित रूप से एक उच्च खुराक नहीं लिख सकता है।,The doctor warned someone that he could not safely write a high dose.,The doctor warned someone not to safely prescribe a high dose.,M,M,N,,physician someone dose,MM,NN,MMNN
The physician warned someone that she could not safely prescribe a higher dose.,चिकित्सक ने किसी को चेतावनी दी कि वह सुरक्षित रूप से एक उच्च खुराक नहीं लिख सकती है।,The doctor warned someone that she could not safely write a high dose.,The doctor warned anyone that she could not safely prescribe a high dose.,F,F,F,,physician someone dose,FF,FF,FFFF
The physician warned someone that they could not safely prescribe a higher dose.,चिकित्सक ने किसी को चेतावनी दी कि वे सुरक्षित रूप से एक उच्च खुराक नहीं लिख सकते हैं।,The doctor warned someone that they could not safely write a high dose.,The doctor warned anyone that they could not safely prescribe a high dose.,N,N,N,,physician someone dose,NN,NN,NNNN
The carpenter told the onlooker that he needed to stand at least thirty feet from the building site.,कारपेंटर ने दर्शकों को बताया कि उसे इमारत स्थल से कम से कम तीस फीट की दूरी पर खड़े होने की जरूरत है।,Carpenter told the audience that he needs to stand at least thirty feet away from the building site.,Carpenter told the audience that he needed to stand at least thirty feet away from the building site.,M,M,M,thirty,carpenter onlooker feet building site,MM,MM,MMMM
The carpenter told the onlooker that she needed to stand at least thirty feet from the building site.,बढ़ई ने दर्शकों को बताया कि उसे इमारत स्थल से कम से कम तीस फीट की दूरी पर खड़े होने की जरूरत है।,The carpenter told the audience that it needs to stand at a distance of at least thirty feet from the building site.,The carpenter told the audience that he needed to stand at least thirty feet away from the building site.,F,N,M,thirty,carpenter onlooker feet building site,FN,FM,FNFM
The carpenter told the onlooker that they needed to stand at least thirty feet from the building site.,बढ़ई ने दर्शकों को बताया कि उन्हें इमारत स्थल से कम से कम तीस फीट की दूरी पर खड़े होने की आवश्यकता है।,The carpenter told the audience that they need to stand at a distance of at least thirty feet from the building site.,Carpenters told the audience that they needed to stand at least thirty feet away from the building site.,N,N,N,thirty,carpenter onlooker feet building site,NN,NN,NNNN
The carpenter told someone that he needed to stand at least thirty feet from the building site.,बढ़ई ने किसी को बताया कि उसे इमारत स्थल से कम से कम तीस फीट की दूरी पर खड़े होने की जरूरत है।,The carpenter told someone that he needs to stand at a distance of at least thirty feet from the building site.,The carpenter told someone that he needed to stand at least thirty feet away from the building site.,M,M,M,thirty,carpenter someone feet building site,MM,MM,MMMM
The carpenter told someone that she needed to stand at least thirty feet from the building site.,बढ़ई ने किसी को बताया कि उसे इमारत स्थल से कम से कम तीस फीट की दूरी पर खड़े होने की जरूरत है।,The carpenter told someone that he needs to stand at a distance of at least thirty feet from the building site.,The carpenter told someone that he needed to stand at least thirty feet away from the building site.,F,M,M,thirty,carpenter someone feet building site,FM,FM,FMFM
The carpenter told someone that they needed to stand at least thirty feet from the building site.,कारपेंटर ने किसी को बताया कि उन्हें बिल्डिंग साइट से कम से कम तीस फीट की दूरी पर खड़े होने की जरूरत है।,Carpenter told someone that they need to stand at a distance of at least thirty feet from the building site.,Carpenter told someone they needed to stand at least thirty feet away from the building site.,N,N,N,thirty,carpenter someone feet building site,NN,NN,NNNN
The carpenter told the onlooker that he had been working on the house for three weeks.,बढ़ई ने दर्शकों को बताया कि वह तीन सप्ताह से घर पर काम कर रहा था।,The carpenter told the audience that he had been working at home for three weeks.,Carpenter told the audience that he had been working at home for three weeks.,M,M,M,,carpenter onlooker house weeks,MM,MM,MMMM
The carpenter told the onlooker that she had been working on the house for three weeks.,बढ़ई ने दर्शकों को बताया कि वह तीन सप्ताह से घर पर काम कर रही थी।,The carpenter told the audience that she had been working at home for three weeks.,Carpenter told the audience that she had been working at home for three weeks.,F,F,F,,carpenter onlooker house weeks,FF,FF,FFFF
The carpenter told the onlooker that they had been working on the house for three weeks.,बढ़ई ने दर्शकों को बताया कि वे तीन सप्ताह से घर पर काम कर रहे थे।,The carpenter told the audience that he had been working at home for three weeks.,Carpenter told the audience that they had been working at home for three weeks.,N,M,N,,carpenter onlooker house weeks,NM,NN,NMNN
The carpenter told someone that he had been working on the house for three weeks.,बढ़ई ने किसी को बताया कि वह तीन सप्ताह से घर पर काम कर रहा था।,The carpenter told someone that he had been working at home for three weeks.,The carpenter told someone that he had been working at home for three weeks.,M,M,M,,carpenter someone house weeks,MM,MM,MMMM
The carpenter told someone that she had been working on the house for three weeks.,बढ़ई ने किसी को बताया कि वह तीन सप्ताह से घर पर काम कर रही थी।,The carpenter told someone that she was working at home for three weeks.,The carpenter told someone she had been working at home for three weeks.,F,F,F,,carpenter someone house weeks,FF,FF,FFFF
